studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751380;E;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2015;VÅR;2015;VÅR;751398;C;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751358;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2015;VÅR;2015;VÅR;751437;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;731817;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;734250;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757680;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757743;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757698;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757767;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757790;A;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;748083;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;749374;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2017;VÅR;2017;VÅR;751435;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757693;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;721559;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757706;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;751351;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757796;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757708;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757742;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757778;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755546;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;748055;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757719;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757697;A;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757781;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2016;VÅR;2016;VÅR;757736;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;749289;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757765;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;722687;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757676;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757682;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757802;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757694;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757679;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755405;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;751032;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757791;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757757;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2016;VÅR;2016;VÅR;757727;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757764;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757741;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757691;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757731;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757780;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757717;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;100518;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757766;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757722;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757678;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757738;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757710;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757718;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757752;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757715;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757773;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757729;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757688;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757711;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;748353;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757728;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;739428;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757761;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757768;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757748;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755200;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757801;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757745;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;723388;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757732;A;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757759;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757716;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757775;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757744;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757800;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757784;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;723765;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757762;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;751422;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757675;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757703;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757705;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;5965;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;722838;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757704;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757777;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757725;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;739489;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;739888;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757763;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757720;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757789;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757749;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755536;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757734;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757690;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757787;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2016;VÅR;2016;VÅR;755598;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757755;A;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757770;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757758;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757702;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757751;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757684;A;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757724;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757753;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757713;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757714;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757793;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757786;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;749148;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757750;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757730;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757699;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757792;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757689;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757769;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757735;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757797;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757737;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757794;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757746;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757747;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;723735;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757799;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;713504;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757695;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757701;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757756;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757700;E;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2008;VÅR;2008;VÅR;698813;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;749513;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2017;VÅR;2017;VÅR;739448;;Ikke møtt
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;749023;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;757542;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;757488;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;757687;E;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;757683;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2016;HØST;2017;VÅR;2017;VÅR;757707;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2016;HØST;2017;VÅR;2017;VÅR;746052;;Gyldig fravær
BIT;Informatikk - bachelorstudium;2016;HØST;2014;VÅR;2014;VÅR;705385;;Ikke møtt
BIT;Informatikk - bachelorstudium;2017;HØST;2018;VÅR;2018;VÅR;729168;C;Bestått
BIT;Informatikk - bachelorstudium;2017;HØST;2018;VÅR;2018;VÅR;757551;E;Bestått
BIT;Informatikk - bachelorstudium;2017;HØST;2018;VÅR;2018;VÅR;729543;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2018;HØST;2019;VÅR;2019;VÅR;758059;D;Bestått
BIT;Informatikk - bachelorstudium;2018;HØST;2019;VÅR;2019;VÅR;757493;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2018;HØST;2019;VÅR;2019;VÅR;749747;E;Bestått
BMAT;Matematiske fag - bachelorstudium;2013;HØST;2015;VÅR;2015;VÅR;749294;E;Bestått
BMAT;Matematiske fag - bachelorstudium;2017;HØST;2018;VÅR;2018;VÅR;759423;;Trekk under eksamen (Avbrutt eksamen)
MBIOT5;Bioteknologi (5-årig) - masterstudium;2012;HØST;2015;VÅR;2015;VÅR;739798;D;Bestått
MLREAL;Lektorutdanning i realfag - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758170;C;Bestått
MLREAL;Lektorutdanning i realfag - masterstudium (5-årig);2015;HØST;2016;VÅR;2016;VÅR;750848;;Manglende øvinger
MLREAL;Lektorutdanning i realfag - masterstudium (5-årig);2015;HØST;2015;VÅR;2015;VÅR;758171;C;Bestått
MLREAL;Lektorutdanning i realfag - masterstudium (5-årig);2017;HØST;2015;VÅR;2015;VÅR;749769;B;Bestått
MLREAL;Lektorutdanning i realfag - masterstudium (5-årig);2017;HØST;2015;VÅR;2015;VÅR;757554;C;Bestått
MLREAL;Lektorutdanning i realfag - masterstudium (5-årig);2018;HØST;2016;VÅR;2016;VÅR;758698;;Manglende øvinger
MTDESIG;Industriell design - masterstudium (5-årig);2011;HØST;2015;VÅR;2015;VÅR;732128;A;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2011;HØST;2015;VÅR;2015;VÅR;724537;C;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;741744;C;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;741735;C;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;722070;F;Ikke bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;698625;;Manglende øvinger
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;741734;B;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;741749;C;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;729817;C;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;741743;B;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;741748;C;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;732114;B;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;723028;B;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2013;HØST;2015;VÅR;2015;VÅR;723260;F;Ikke bestått
MTDESIG;Industriell design - masterstudium (5-årig);2015;HØST;2018;VÅR;2018;VÅR;757995;;Ikke møtt
MTDESIG;Industriell design - masterstudium (5-årig);2016;HØST;2019;VÅR;2019;VÅR;758069;F;Ikke bestått
MTDT;Datateknologi - masterstudium (5-årig);2010;HØST;2009;VÅR;2009;VÅR;697404;;Manglende øvinger
MTDT;Datateknologi - masterstudium (5-årig);2011;HØST;2012;VÅR;2012;VÅR;731807;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2012;HØST;2012;VÅR;2012;VÅR;731750;;Manglende øvinger
MTDT;Datateknologi - masterstudium (5-årig);2012;HØST;2012;VÅR;2012;VÅR;729600;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2012;HØST;2013;VÅR;2013;VÅR;737932;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2012;HØST;2013;VÅR;2013;VÅR;716361;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2012;HØST;2013;VÅR;2013;VÅR;741342;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;732346;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;750487;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;750548;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;741483;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;750543;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2015;VÅR;2015;VÅR;741601;;Trekk under eksamen (Avbrutt eksamen)
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;731827;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;750515;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757659;E;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;750418;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757506;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;749824;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757576;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757543;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;748394;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757544;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757491;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757510;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2014;VÅR;2014;VÅR;750559;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;749875;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757520;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;749312;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757574;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757534;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757563;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757497;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2017;VÅR;2017;VÅR;732132;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757521;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757522;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;755589;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;759003;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757568;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758079;E;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757527;C;Bestått
