studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
MTDT;Datateknologi - masterstudium (5-årig);2011;HØST;2011;VÅR;2011;VÅR;697076;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2011;HØST;2011;VÅR;2011;VÅR;721511;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2012;HØST;2011;VÅR;2011;VÅR;723741;;Ikke møtt
MTFYMA;Fysikk og matematikk - masterstudium (5-årig);2011;HØST;2012;VÅR;2012;VÅR;724275;C;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2009;HØST;2009;VÅR;2009;VÅR;708302;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2010;HØST;2010;VÅR;2010;VÅR;714954;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2011;HØST;2011;VÅR;2011;VÅR;714942;;Ikke møtt
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2011;HØST;2011;VÅR;2011;VÅR;724269;D;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2011;HØST;2011;VÅR;2011;VÅR;724295;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2012;HØST;2006;VÅR;2006;VÅR;685291;F;Ikke bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2010;HØST;2011;VÅR;2011;VÅR;724154;A;Bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2012;HØST;2011;VÅR;2011;VÅR;724257;;Ikke møtt
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2009;HØST;2009;VÅR;2009;VÅR;708356;E;Bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2009;HØST;2010;VÅR;2010;VÅR;708227;;Ikke møtt
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2010;HØST;2011;VÅR;2011;VÅR;716285;C;Bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2011;HØST;2012;VÅR;2012;VÅR;707227;;Ikke møtt
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2011;HØST;2011;VÅR;2011;VÅR;724333;E;Bestått
